,BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,Neighborhood,NumberofBuildings,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance,Autre,Bureau,Commercial,Hotel / Restaurant,Industrial,Loisirs,Public,Residential,Santé,Scolaire,Service,industrial
0,NonResidential,Hotel / Restaurant,1927,12,88434,Hotel / Restaurant,DOWNTOWN,1.0,60.0,7226362.5,249.98,1.4800013868072903,0,0,0,1,0,0,0,0,0,0,0,0
1,NonResidential,Hotel / Restaurant,1996,11,103566,Hotel / Restaurant,DOWNTOWN,1.0,61.0,8387933.0,295.86,1.7738753857962606,0,0,0,1,0,0,0,0,0,0,0,0
2,NonResidential,Hotel / Restaurant,1969,41,956110,Hotel / Restaurant,DOWNTOWN,1.0,43.0,72587024.0,2089.28,1.620354972574714,0,0,0,1,0,0,0,0,0,0,0,0
3,NonResidential,Hotel / Restaurant,1926,10,61320,Hotel / Restaurant,DOWNTOWN,1.0,56.0,6794584.0,286.43,1.7065878754165131,0,0,0,1,0,0,0,0,0,0,0,0
4,NonResidential,Hotel / Restaurant,1980,18,175580,Hotel / Restaurant,DOWNTOWN,1.0,75.0,14172606.0,505.01,1.499522893160382,0,0,0,1,0,0,0,0,0,0,0,0
5,Nonresidential COS,Autre,1999,2,97288,Public,DOWNTOWN,1.0,,12086616.0,301.81,1.8935048685538063,0,0,0,0,0,0,1,0,0,0,0,0
6,NonResidential,Hotel / Restaurant,1926,11,83008,Hotel / Restaurant,DOWNTOWN,1.0,27.0,5758795.0,176.14,1.8896454576853003,0,0,0,1,0,0,0,0,0,0,0,0
7,NonResidential,Autre,1926,8,102761,Loisirs,DOWNTOWN,1.0,,6298131.5,221.51,1.928771502227027,0,0,0,0,0,1,0,0,0,0,0,0
8,NonResidential,Hotel / Restaurant,1904,15,163984,Hotel / Restaurant,DOWNTOWN,1.0,43.0,13723820.0,392.16,1.4175462109299526,0,0,0,1,0,0,0,0,0,0,0,0
10,NonResidential,Hotel / Restaurant,1969,11,153163,Hotel / Restaurant,DOWNTOWN,1.0,30.0,16016644.0,691.26,1.3938700218637425,0,0,0,1,0,0,0,0,0,0,0,0
11,NonResidential,Hotel / Restaurant,1998,25,333176,Hotel / Restaurant,DOWNTOWN,1.0,36.0,26941110.0,740.97,1.4649526135411648,0,0,0,1,0,0,0,0,0,0,0,0
12,NonResidential,Hotel / Restaurant,1928,9,65009,Hotel / Restaurant,DOWNTOWN,1.0,48.0,6596057.5,328.23,1.4433180726063883,0,0,0,1,0,0,0,0,0,0,0,0
13,NonResidential,Hotel / Restaurant,1980,33,315952,Hotel / Restaurant,DOWNTOWN,1.0,58.0,22325364.0,648.62,1.582164495962135,0,0,0,1,0,0,0,0,0,0,0,0
14,NonResidential,Hotel / Restaurant,1922,11,92190,Hotel / Restaurant,DOWNTOWN,1.0,35.0,10750010.0,511.39,1.5371405957603883,0,0,0,1,0,0,0,0,0,0,0,0
15,Nonresidential COS,Autre,2004,11,412000,Public,DOWNTOWN,1.0,,18588860.0,181.38,1.460110693514,0,0,0,0,0,0,1,0,0,0,0,0
16,NonResidential,Autre,1930,6,103911,Loisirs,DOWNTOWN,1.0,,9956396.0,433.86,1.442675050626318,0,0,0,0,0,1,0,0,0,0,0,0
17,NonResidential,Hotel / Restaurant,1983,28,416281,Hotel / Restaurant,DOWNTOWN,1.0,31.0,33556756.0,802.89,1.6278859565404364,0,0,0,1,0,0,0,0,0,0,0,0
18,NonResidential,Autre,1907,5,57452,Loisirs,DOWNTOWN,1.0,,7606084.5,273.02,1.5236336458884034,0,0,0,0,0,1,0,0,0,0,0,0
19,NonResidential,Hotel / Restaurant,1916,10,104352,Hotel / Restaurant,DOWNTOWN,1.0,39.0,10154608.0,349.32,1.4752425153661253,0,0,0,1,0,0,0,0,0,0,0,0
20,NonResidential,Autre,1916,10,540360,Public,DOWNTOWN,1.0,76.0,44984468.0,1265.29,1.576210964297897,0,0,0,0,0,0,1,0,0,0,0,0
21,NonResidential,Autre,1985,19,385274,Autre,DOWNTOWN,1.0,,47859812.0,1699.45,1.7390978458281605,1,0,0,0,0,0,0,0,0,0,0,0
22,SPS-District K-12,Scolaire,1961,2,56228,Scolaire,SOUTHEAST,1.0,95.0,1539478.5,38.53,8.873374678609373,0,0,0,0,0,0,0,0,0,1,0,0
23,NonResidential,Hotel / Restaurant,2001,6,88592,Hotel / Restaurant,NORTHEAST,1.0,84.0,3663534.5,90.01,6.840243424645578,0,0,0,1,0,0,0,0,0,0,0,0
24,NonResidential,Scolaire,1928,7,126593,Scolaire,DOWNTOWN,1.0,,11343686.0,388.04,2.0818524051167655,0,0,0,0,0,0,0,0,0,1,0,0
25,NonResidential,Autre,1930,2,67224,Commercial,DOWNTOWN,1.0,,1310236.625,9.13,2.0843443288654893,0,0,1,0,0,0,0,0,0,0,0,0
26,NonResidential,Hotel / Restaurant,1991,8,158676,Hotel / Restaurant,EAST,1.0,,5328051.5,256.57,2.0363396622464327,0,0,0,1,0,0,0,0,0,0,0,0
27,NonResidential,Hotel / Restaurant,2001,10,171866,Hotel / Restaurant,DOWNTOWN,1.0,57.0,11061916.0,328.63,2.3659733112220773,0,0,0,1,0,0,0,0,0,0,0,0
28,SPS-District K-12,Scolaire,1955,1,126351,Scolaire,Central,1.0,,0.0,0.0,4.121228537227387,0,0,0,0,0,0,0,0,0,1,0,0
29,NonResidential,Hotel / Restaurant,1978,5,68410,Hotel / Restaurant,DOWNTOWN,1.0,57.0,4456714.5,128.44,1.623878421580255,0,0,0,1,0,0,0,0,0,0,0,0
30,SPS-District K-12,Scolaire,1949,2,160645,Scolaire,NORTH,1.0,75.0,6779173.0,270.18,12.727210895894267,0,0,0,0,0,0,0,0,0,1,0,0
31,SPS-District K-12,Scolaire,1989,2,51582,Scolaire,MAGNOLIA / QUEEN ANNE,1.0,,0.0,10.43,3.3800118451576595,0,0,0,0,0,0,0,0,0,1,0,0
32,NonResidential,Bureau,1906,3,87262,Bureau,LAKE UNION,1.0,,4145920.5,157.77,7.0165784658618655,0,1,0,0,0,0,0,0,0,0,0,0
33,NonResidential,Hotel / Restaurant,1994,4,81871,Hotel / Restaurant,NORTHEAST,1.0,29.0,6668568.5,215.0,8.046420081152112,0,0,0,1,0,0,0,0,0,0,0,0
34,NonResidential,Industrial,1955,2,110356,Service,NORTHEAST,1.0,,318364.8125,3.93,7.793849714594387,0,0,0,0,0,0,0,0,0,0,1,0
35,Campus,Autre,1992,3,494835,Bureau,GREATER DUWAMISH,1.0,8.0,448385312.0,16870.98,7.926334867198868,0,1,0,0,0,0,0,0,0,0,0,0
36,NonResidential,Industrial,1961,2,714095,Industrial,GREATER DUWAMISH,3.0,,44731160.0,311.84,11.176634410033103,0,0,0,0,1,0,0,0,0,0,0,0
37,SPS-District K-12,Scolaire,1990,2,54986,Scolaire,MAGNOLIA / QUEEN ANNE,1.0,97.0,1650279.25,31.47,6.70218451574591,0,0,0,0,0,0,0,0,0,1,0,0
38,SPS-District K-12,Scolaire,1950,2,175565,Scolaire,NORTHEAST,1.0,88.0,6399127.5,266.05,9.857563093901861,0,0,0,0,0,0,0,0,0,1,0,0
39,NonResidential,Bureau,1961,2,94900,Bureau,BALLARD,1.0,57.0,6186461.5,130.56,7.476666939205142,0,1,0,0,0,0,0,0,0,0,0,0
40,NonResidential,Bureau,1900,2,52554,Bureau,GREATER DUWAMISH,1.0,83.0,2951331.25,83.86,3.897363503588825,0,1,0,0,0,0,0,0,0,0,0,0
41,NonResidential,Scolaire,1954,3,175015,Scolaire,NORTHWEST,1.0,95.0,6994740.5,247.85,9.681721345024581,0,0,0,0,0,0,0,0,0,1,0,0
42,NonResidential,Industrial,1911,3,70586,Service,DOWNTOWN,1.0,,2158629.0,45.43,1.2241962600780807,0,0,0,0,0,0,0,0,0,0,1,0
43,NonResidential,Hotel / Restaurant,1969,24,332210,Hotel / Restaurant,DOWNTOWN,1.0,67.0,16163194.0,295.33,1.5655859074482923,0,0,0,1,0,0,0,0,0,0,0,0
44,NonResidential,Bureau,1973,5,168115,Bureau,DOWNTOWN,1.0,78.0,9536161.0,66.48,1.4862947545452478,0,1,0,0,0,0,0,0,0,0,0,0
45,NonResidential,Autre,1920,2,57428,Commercial,DOWNTOWN,1.0,,1247362.0,33.26,1.3867981490091206,0,0,1,0,0,0,0,0,0,0,0,0
46,NonResidential,Bureau,1910,8,59400,Bureau,DOWNTOWN,1.0,14.0,5071974.0,35.36,1.3498747776943147,0,1,0,0,0,0,0,0,0,0,0,0
47,NonResidential,Autre,1926,2,52549,Loisirs,DOWNTOWN,1.0,,15026196.0,584.31,1.2700136277325489,0,0,0,0,0,1,0,0,0,0,0,0
48,NonResidential,Hotel / Restaurant,1930,20,98634,Hotel / Restaurant,DOWNTOWN,1.0,71.0,4841347.5,59.19,1.6903574204207528,0,0,0,1,0,0,0,0,0,0,0,0
49,NonResidential,Hotel / Restaurant,1982,34,994212,Hotel / Restaurant,DOWNTOWN,1.0,63.0,80469216.0,2451.58,1.647458039265601,0,0,0,1,0,0,0,0,0,0,0,0
50,NonResidential,Hotel / Restaurant,1985,7,71150,Hotel / Restaurant,DOWNTOWN,1.0,98.0,5348309.0,134.38,1.1248935298637739,0,0,0,1,0,0,0,0,0,0,0,0
51,NonResidential,Hotel / Restaurant,1908,7,122810,Hotel / Restaurant,DOWNTOWN,1.0,99.0,5401277.5,227.18,1.271114703507667,0,0,0,1,0,0,0,0,0,0,0,0
52,NonResidential,Hotel / Restaurant,1959,5,113173,Hotel / Restaurant,LAKE UNION,1.0,86.0,5284343.5,144.79,2.0074745064463984,0,0,0,1,0,0,0,0,0,0,0,0
53,NonResidential,Hotel / Restaurant,2000,7,150453,Hotel / Restaurant,LAKE UNION,1.0,84.0,6715187.0,199.95,2.0544770453733734,0,0,0,1,0,0,0,0,0,0,0,0
54,NonResidential,Hotel / Restaurant,1997,6,116300,Hotel / Restaurant,LAKE UNION,1.0,80.0,5827595.5,162.39,2.070485284229309,0,0,0,1,0,0,0,0,0,0,0,0
55,NonResidential,Hotel / Restaurant,1998,6,155602,Hotel / Restaurant,MAGNOLIA / QUEEN ANNE,1.0,81.0,6836900.0,152.76,2.061868772484566,0,0,0,1,0,0,0,0,0,0,0,0
56,NonResidential,Scolaire,1911,3,56072,Scolaire,EAST,1.0,76.0,3234787.75,146.34,4.827847100738463,0,0,0,0,0,0,0,0,0,1,0,0
57,NonResidential,Hotel / Restaurant,1999,4,122942,Hotel / Restaurant,MAGNOLIA / QUEEN ANNE,1.0,94.0,5337334.0,171.64,2.5756715799804137,0,0,0,1,0,0,0,0,0,0,0,0
58,NonResidential,Bureau,1962,2,54984,Bureau,CENTRAL,1.0,71.0,3375211.0,87.98,3.2150772027424876,0,1,0,0,0,0,0,0,0,0,0,0
59,NonResidential,Santé,1922,5,217603,Santé,SOUTHWEST,1.0,54.0,42792072.0,1727.11,5.283077674231868,0,0,0,0,0,0,0,0,1,0,0,0
60,NonResidential,Santé,1970,2,93397,Santé,NORTHWEST,1.0,1.0,16402563.0,609.1,13.54199215281203,0,0,0,0,0,0,0,0,1,0,0,0
61,NonResidential,Hotel / Restaurant,2008,6,84103,Hotel / Restaurant,LAKE UNION,1.0,74.0,3706100.25,67.06,2.4192316544816572,0,0,0,1,0,0,0,0,0,0,0,0
62,SPS-District K-12,Scolaire,1948,2,53352,Scolaire,SOUTHWEST,1.0,,0.0,4.19,10.503274537192599,0,0,0,0,0,0,0,0,0,1,0,0
63,NonResidential,Santé,1965,3,179014,Santé,EAST,1.0,48.0,16701055.0,430.84,2.516601072317777,0,0,0,0,0,0,0,0,1,0,0,0
64,NonResidential,Hotel / Restaurant,1908,7,76631,Hotel / Restaurant,EAST,1.0,71.0,7258758.5,262.75,1.980880692543632,0,0,0,1,0,0,0,0,0,0,0,0
65,NonResidential,Autre,1983,6,99780,Santé,EAST,1.0,,15473117.0,481.97,1.9999139189101125,0,0,0,0,0,0,0,0,1,0,0,0
66,NonResidential,Commercial,1929,2,58320,Commercial,LAKE UNION,1.0,96.0,1049748.625,39.06,2.428693631514202,0,0,1,0,0,0,0,0,0,0,0,0
67,NonResidential,Bureau,2010,5,316306,Bureau,LAKE UNION,1.0,96.0,13795954.0,138.85,2.6675616219952656,0,1,0,0,0,0,0,0,0,0,0,0
68,NonResidential,Hotel / Restaurant,1990,7,282863,Hotel / Restaurant,LAKE UNION,1.0,37.0,19459304.0,526.85,2.9915183862158226,0,0,0,1,0,0,0,0,0,0,0,0
69,Nonresidential COS,Autre,1962,1,389000,Autre,MAGNOLIA / QUEEN ANNE,1.0,,23658978.0,607.41,2.185122517691361,1,0,0,0,0,0,0,0,0,0,0,0
70,Nonresidential COS,Autre,1962,1,91213,Autre,MAGNOLIA / QUEEN ANNE,1.0,,8141155.5,344.2,2.185122517691361,1,0,0,0,0,0,0,0,0,0,0,0
71,Nonresidential COS,Autre,1938,5,396085,Autre,MAGNOLIA / QUEEN ANNE,1.0,,20955026.0,804.2,2.185122517691361,1,0,0,0,0,0,0,0,0,0,0,0
72,NonResidential,Bureau,2010,12,571329,Bureau,LAKE UNION,1.0,91.0,39605888.0,617.52,2.363970174377354,0,1,0,0,0,0,0,0,0,0,0,0
73,Nonresidential COS,Autre,1962,2,52000,Autre,MAGNOLIA / QUEEN ANNE,1.0,,2726369.0,101.83,2.385451527318979,1,0,0,0,0,0,0,0,0,0,0,0
74,Nonresidential COS,Autre,1928,1,60696,Autre,MAGNOLIA / QUEEN ANNE,1.0,,875943.3125,6.11,2.385451527318979,1,0,0,0,0,0,0,0,0,0,0,0
75,Nonresidential COS,Autre,1928,2,262048,Autre,MAGNOLIA / QUEEN ANNE,1.0,,20723248.0,490.73,2.3848728334066744,1,0,0,0,0,0,0,0,0,0,0,0
76,NonResidential,Bureau,1986,2,66240,Bureau,MAGNOLIA / QUEEN ANNE,1.0,,4166306.25,29.04,2.3918057482241566,0,1,0,0,0,0,0,0,0,0,0,0
77,NonResidential,Bureau,2010,6,920598,Bureau,MAGNOLIA / QUEEN ANNE,1.0,93.0,36667044.0,674.09,2.468953215933834,0,1,0,0,0,0,0,0,0,0,0,0
78,NonResidential,Bureau,1970,4,76213,Bureau,MAGNOLIA / QUEEN ANNE,1.0,68.0,3476212.5,48.76,2.0716074923792203,0,1,0,0,0,0,0,0,0,0,0,0
79,NonResidential,Hotel / Restaurant,2002,6,96910,Hotel / Restaurant,MAGNOLIA / QUEEN ANNE,1.0,56.0,5155568.5,152.14,2.3081041219665326,0,0,0,1,0,0,0,0,0,0,0,0
80,NonResidential,Hotel / Restaurant,1962,4,50017,Hotel / Restaurant,NORTHEAST,2.0,53.0,5448975.0,191.2,6.647489728154258,0,0,0,1,0,0,0,0,0,0,0,0
81,SPS-District K-12,Scolaire,1999,3,74468,Scolaire,DELRIDGE,1.0,,0.0,11.84,4.352793812823222,0,0,0,0,0,0,0,0,0,1,0,0
82,NonResidential,Scolaire,1923,3,67743,Scolaire,EAST,1.0,34.0,2646879.0,78.85,4.131729314668172,0,0,0,0,0,0,0,0,0,1,0,0
83,NonResidential,Scolaire,1908,6,194104,Scolaire,EAST,1.0,100.0,6219841.5,243.23,4.434610657174544,0,0,0,0,0,0,0,0,0,1,0,0
84,NonResidential,Bureau,2003,3,99433,Bureau,SOUTHEAST,1.0,63.0,4897760.0,34.14,4.296544979544157,0,1,0,0,0,0,0,0,0,0,0,0
85,SPS-District K-12,Scolaire,1991,2,58933,Scolaire,SOUTHEAST,1.0,,0.0,16.36,5.617807234134376,0,0,0,0,0,0,0,0,0,1,0,0
86,SPS-District K-12,Scolaire,1957,1,130862,Scolaire,GREATER DUWAMISH,1.0,61.0,6456026.0,238.48,5.194145789537067,0,0,0,0,0,0,0,0,0,1,0,0
87,SPS-District K-12,Scolaire,1989,3,59955,Scolaire,SOUTHEAST,1.0,93.0,1633399.375,20.48,7.773014587383234,0,0,0,0,0,0,0,0,0,1,0,0
88,SPS-District K-12,Scolaire,1964,2,93218,Scolaire,MAGNOLIA / QUEEN ANNE,1.0,86.0,2887392.0,84.75,3.858213694321064,0,0,0,0,0,0,0,0,0,1,0,0
89,NonResidential,Autre,1941,4,56521,Autre,NORTHEAST,1.0,,6357632.0,44.32,8.531020497557188,1,0,0,0,0,0,0,0,0,0,0,0
90,NonResidential,Autre,1929,2,206934,Autre,NORTHEAST,1.0,,4253577.5,133.58,8.51360849319299,1,0,0,0,0,0,0,0,0,0,0,0
91,NonResidential,Hotel / Restaurant,2001,4,51390,Hotel / Restaurant,NORTHWEST,1.0,89.0,3611538.0,127.29,14.339033619091268,0,0,0,1,0,0,0,0,0,0,0,0
92,SPS-District K-12,Scolaire,1963,2,131013,Scolaire,NORTHWEST,1.0,88.0,3894584.5,124.92,13.57946066589801,0,0,0,0,0,0,0,0,0,1,0,0
93,SPS-District K-12,Scolaire,1959,1,245587,Scolaire,NORTHWEST,1.0,92.0,11765682.0,443.73,13.74184576062036,0,0,0,0,0,0,0,0,0,1,0,0
94,NonResidential,Hotel / Restaurant,2002,3,69138,Hotel / Restaurant,NORTHWEST,1.0,78.0,3242458.0,89.02,13.694048441798254,0,0,0,1,0,0,0,0,0,0,0,0
95,SPS-District K-12,Scolaire,1991,3,66588,Scolaire,LAKE UNION,1.0,,0.0,14.67,5.799776536415219,0,0,0,0,0,0,0,0,0,1,0,0
96,NonResidential,Hotel / Restaurant,1904,5,190980,Hotel / Restaurant,DOWNTOWN,1.0,98.0,6505995.0,142.39,1.1323651508056154,0,0,0,1,0,0,0,0,0,0,0,0
97,Nonresidential COS,Autre,1998,6,284100,Loisirs,DOWNTOWN,1.0,,14641502.0,429.12,1.2699704278808661,0,0,0,0,0,1,0,0,0,0,0,0
98,NonResidential,Santé,1954,5,285333,Santé,BALLARD,4.0,14.0,68090728.0,1990.5,7.515032455793779,0,0,0,0,0,0,0,0,1,0,0,0
99,SPS-District K-12,Scolaire,1991,2,55513,Scolaire,Ballard,1.0,93.0,1513570.75,10.55,7.614792586500185,0,0,0,0,0,0,0,0,0,1,0,0
100,Nonresidential COS,Autre,2006,4,61156,Autre,DOWNTOWN,1.0,,9363374.0,176.75,1.782786512134617,1,0,0,0,0,0,0,0,0,0,0,0
101,NonResidential,Autre,1910,4,72820,Loisirs,DOWNTOWN,1.0,,2010454.625,46.26,2.2088341835687935,0,0,0,0,0,1,0,0,0,0,0,0
102,NonResidential,Hotel / Restaurant,1996,4,162222,Hotel / Restaurant,MAGNOLIA / QUEEN ANNE,1.0,76.0,7946961.0,228.4,2.6527127996200304,0,0,0,1,0,0,0,0,0,0,0,0
103,SPS-District K-12,Scolaire,1990,4,289588,Scolaire,SOUTHEAST,1.0,90.0,8819852.0,170.84,5.259916785197115,0,0,0,0,0,0,0,0,0,1,0,0
104,NonResidential,Scolaire,1915,3,63330,Scolaire,EAST,1.0,,3059758.0,74.33,2.6273036676645276,0,0,0,0,0,0,0,0,0,1,0,0
105,Campus,Scolaire,1970,2,441071,Scolaire,DELRIDGE,27.0,,38301744.0,866.23,6.171777574895553,0,0,0,0,0,0,0,0,0,1,0,0
106,NonResidential,Bureau,2002,2,96300,Bureau,NORTHEAST,1.0,,16319835.0,222.02,10.660099713823158,0,1,0,0,0,0,0,0,0,0,0,0
107,Nonresidential COS,Autre,1950,1,67356,Service,GREATER DUWAMISH,1.0,,7475577.5,204.08,2.389054352604206,0,0,0,0,0,0,0,0,0,0,1,0
108,SPS-District K-12,Scolaire,2008,3,254523,Scolaire,CENTRAL,1.0,60.0,13567774.0,359.09,3.7728400032399505,0,0,0,0,0,0,0,0,0,1,0,0
109,SPS-District K-12,Scolaire,2001,3,78804,Scolaire,SOUTHEAST,1.0,92.0,2499140.0,56.82,11.993356668509424,0,0,0,0,0,0,0,0,0,1,0,0
110,SPS-District K-12,Scolaire,2002,3,66994,Scolaire,CENTRAL,1.0,79.0,2371304.5,41.74,4.683421343606276,0,0,0,0,0,0,0,0,0,1,0,0
111,SPS-District K-12,Scolaire,2000,3,98357,Scolaire,GREATER DUWAMISH,1.0,88.0,3456131.5,94.64,9.411513855535016,0,0,0,0,0,0,0,0,0,1,0,0
112,NonResidential,Bureau,1958,1,54765,Bureau,GREATER DUWAMISH,1.0,,4253369.5,61.21,8.759186688046194,0,1,0,0,0,0,0,0,0,0,0,0
113,NonResidential,Autre,2009,5,89821,Residential,GREATER DUWAMISH,1.0,,1950092.5,100.46,8.857237077908467,0,0,0,0,0,0,0,1,0,0,0,0
114,NonResidential,Scolaire,1980,2,52611,Scolaire,MAGNOLIA / QUEEN ANNE,1.0,,4116871.5,104.26,5.493730994135443,0,0,0,0,0,0,0,0,0,1,0,0
115,NonResidential,Scolaire,2001,4,139600,Residential,MAGNOLIA / QUEEN ANNE,1.0,89.0,4448582.5,129.39,5.430217434088221,0,0,0,0,0,0,0,1,0,0,0,0
116,SPS-District K-12,Scolaire,2011,2,236758,Scolaire,NORTH,1.0,96.0,8355988.5,222.78,12.44679595795361,0,0,0,0,0,0,0,0,0,1,0,0
117,NonResidential,Autre,1971,6,250981,Autre,CENTRAL,3.0,,13071700.0,422.39,2.7157743577233595,1,0,0,0,0,0,0,0,0,0,0,0
118,SPS-District K-12,Scolaire,2002,3,62526,Scolaire,NORTHWEST,1.0,96.0,1986094.875,54.07,9.444361829471232,0,0,0,0,0,0,0,0,0,1,0,0
119,NonResidential,Autre,2004,11,299070,Autre,DOWNTOWN,1.0,,65336980.0,2055.82,1.9692782728924632,1,0,0,0,0,0,0,0,0,0,0,0
120,NonResidential,Bureau,2007,3,64015,Bureau,GREATER DUWAMISH,1.0,21.0,3242077.75,49.58,7.818545621586704,0,1,0,0,0,0,0,0,0,0,0,0
121,NonResidential,Commercial,1951,1,530039,Commercial,NORTH,1.0,98.0,27717034.0,723.47,11.846035206925366,0,0,1,0,0,0,0,0,0,0,0,0
122,NonResidential,Autre,1964,3,54224,Santé,NORTH,1.0,,7265178.0,231.53,11.798380775611097,0,0,0,0,0,0,0,0,1,0,0,0
123,NonResidential,Commercial,1965,4,124342,Commercial,NORTH,1.0,76.0,8765978.0,66.3,11.688052655598593,0,0,1,0,0,0,0,0,0,0,0,0
124,NonResidential,Santé,1953,10,879000,Santé,NORTHEAST,6.0,10.0,253832464.0,8145.52,8.479644034146212,0,0,0,0,0,0,0,0,1,0,0,0
125,NonResidential,Autre,1996,3,55442,Bureau,NORTHWEST,1.0,72.0,3191228.25,83.7,11.97138624912323,0,1,0,0,0,0,0,0,0,0,0,0
126,SPS-District K-12,Scolaire,1999,2,242795,Scolaire,BALLARD,1.0,80.0,9157150.0,123.71,8.425636059845079,0,0,0,0,0,0,0,0,0,1,0,0
127,NonResidential,Industrial,1910,5,84870,Service,EAST,1.0,,1381590.125,51.11,2.8058774813394916,0,0,0,0,0,0,0,0,0,0,1,0
128,Campus,Scolaire,1970,2,694072,Scolaire,NORTHWEST,11.0,,35891484.0,362.82,10.84882824376823,0,0,0,0,0,0,0,0,0,1,0,0
129,SPS-District K-12,Scolaire,1952,2,173185,Scolaire,SOUTHEAST,1.0,79.0,6127771.5,242.36,8.14551402979134,0,0,0,0,0,0,0,0,0,1,0,0
130,SPS-District K-12,Scolaire,1963,1,145341,Scolaire,DELRIDGE,1.0,75.0,5499097.0,206.01,6.044037538642828,0,0,0,0,0,0,0,0,0,1,0,0
131,NonResidential,Industrial,1904,4,114297,Industrial,GREATER DUWAMISH,1.0,61.0,2100097.75,69.44,6.181328552403334,0,0,0,0,1,0,0,0,0,0,0,0
132,SPS-District K-12,Scolaire,1960,2,184125,Scolaire,SOUTHEAST,1.0,86.0,8800292.0,328.97,10.841716370436558,0,0,0,0,0,0,0,0,0,1,0,0
133,SPS-District K-12,Scolaire,1959,1,160270,Scolaire,BALLARD,1.0,,0.0,229.38,10.661343818934652,0,0,0,0,0,0,0,0,0,1,0,0
134,NonResidential,Industrial,1937,1,234144,Industrial,GREATER DUWAMISH,1.0,87.0,6744317.0,297.43,5.025211738138914,0,0,0,0,1,0,0,0,0,0,0,0
135,NonResidential,Commercial,1966,1,64984,Commercial,DELRIDGE,1.0,72.0,2944296.25,35.78,8.959592094030699,0,0,1,0,0,0,0,0,0,0,0,0
136,NonResidential,Commercial,1965,1,67745,Commercial,DELRIDGE,1.0,37.0,9230223.0,369.14,8.959592094030699,0,0,1,0,0,0,0,0,0,0,0,0
137,SPS-District K-12,Scolaire,2010,2,367884,Scolaire,DELRIDGE,1.0,97.0,12265516.0,272.85,8.21952713554473,0,0,0,0,0,0,0,0,0,1,0,0
138,SPS-District K-12,Scolaire,1958,1,46797,Scolaire,DELRIDGE,1.0,86.0,2075891.0,73.47,9.53030312956336,0,0,0,0,0,0,0,0,0,1,0,0
139,SPS-District K-12,Scolaire,1963,3,136188,Scolaire,CENTRAL,1.0,,0.0,170.9,3.5940890246751023,0,0,0,0,0,0,0,0,0,1,0,0
140,NonResidential,Autre,1973,3,56000,Autre,BALLARD,1.0,,1851260.5,59.34,9.011282975511993,1,0,0,0,0,0,0,0,0,0,0,0
141,SPS-District K-12,Scolaire,2004,2,67371,Scolaire,SOUTHEAST,1.0,92.0,2128459.0,46.36,8.78105033048952,0,0,0,0,0,0,0,0,0,1,0,0
142,NonResidential,Industrial,1969,2,52088,Service,SOUTHWEST,1.0,,1377519.5,48.99,6.674852715898901,0,0,0,0,0,0,0,0,0,0,1,0
143,SPS-District K-12,Scolaire,2010,3,127776,Scolaire,LAKE UNION,1.0,75.0,4748137.0,80.08,6.151870445505087,0,0,0,0,0,0,0,0,0,1,0,0
144,NonResidential,Hotel / Restaurant,1998,5,123920,Hotel / Restaurant,LAKE UNION,1.0,79.0,9373179.0,309.6,3.4637222828817245,0,0,0,1,0,0,0,0,0,0,0,0
145,Nonresidential COS,Autre,1900,1,50000,Loisirs,LAKE UNION,1.0,,7548807.0,225.69,3.0049594552743497,0,0,0,0,0,1,0,0,0,0,0,0
146,Nonresidential COS,Industrial,1926,2,50292,Industrial,MAGNOLIA / QUEEN ANNE,1.0,,430473.6875,3.0,2.7227149297784305,0,0,0,0,1,0,0,0,0,0,0,0
147,NonResidential,Hotel / Restaurant,1998,7,207656,Hotel / Restaurant,MAGNOLIA / QUEEN ANNE,1.0,76.0,11171988.0,338.16,2.934523155061073,0,0,0,1,0,0,0,0,0,0,0,0
148,SPS-District K-12,Scolaire,1999,2,67235,Scolaire,BALLARD,1.0,89.0,2284133.75,49.12,9.160910509284713,0,0,0,0,0,0,0,0,0,1,0,0
149,Nonresidential COS,Bureau,1957,2,91130,Bureau,NORTHWEST,1.0,,9472358.0,175.77,10.915772259158285,0,1,0,0,0,0,0,0,0,0,0,0
150,SPS-District K-12,Scolaire,1991,3,58118,Scolaire,SOUTHWEST,1.0,97.0,1407277.25,21.29,7.460842321976559,0,0,0,0,0,0,0,0,0,1,0,0
151,NonResidential,Hotel / Restaurant,1968,4,64893,Hotel / Restaurant,NORTHWEST,1.0,70.0,6197825.0,208.26,11.947232919480928,0,0,0,1,0,0,0,0,0,0,0,0
152,SPS-District K-12,Scolaire,1989,2,52792,Scolaire,NORTH,1.0,,0.0,0.0,10.882893078303496,0,0,0,0,0,0,0,0,0,1,0,0
153,SPS-District K-12,Scolaire,1925,1,70762,Scolaire,GREATER DUWAMISH,1.0,87.0,3606416.0,168.88,8.29215092890504,0,0,0,0,0,0,0,0,0,1,0,0
154,NonResidential,Bureau,1900,3,44558,Bureau,DOWNTOWN,1.0,78.0,1677002.25,28.27,1.2355357757494538,0,1,0,0,0,0,0,0,0,0,0,0
155,NonResidential,Autre,1999,6,1585960,Loisirs,GREATER DUWAMISH,1.0,,59757440.0,892.63,1.6885520762224642,0,0,0,0,0,1,0,0,0,0,0,0
