,BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,Neighborhood,NumberofBuildings,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance,Autre,Bureau,Commercial,Hotel / Restaurant,Industrial,Loisirs,Public,Residential,Santé,Scolaire,Service,industrial
2134,NonResidential,Autre,1909,4,44775,Autre,GREATER DUWAMISH,1.0,,950695.625,29.88,1.6720783668900578,1,0,0,0,0,0,0,0,0,0,0,0
2138,NonResidential,Autre,1916,1,27760,Autre,GREATER DUWAMISH,2.0,,2833624.5,112.82,3.3361388881712006,1,0,0,0,0,0,0,0,0,0,0,0
2139,NonResidential,Autre,1937,1,20975,Loisirs,GREATER DUWAMISH,1.0,,347437.6875,6.46,3.3727937882188517,0,0,0,0,0,1,0,0,0,0,0,0
2140,NonResidential,Autre,1918,1,26075,Autre,GREATER DUWAMISH,1.0,,1608508.75,17.6,3.209875649241933,1,0,0,0,0,0,0,0,0,0,0,0
2141,NonResidential,Industrial,1992,1,29394,Industrial,GREATER DUWAMISH,1.0,60.0,1486681.75,26.27,2.987338155995797,0,0,0,0,1,0,0,0,0,0,0,0
2143,NonResidential,Industrial,1926,2,20400,Industrial,GREATER DUWAMISH,1.0,69.0,438557.0,12.17,2.89776177649191,0,0,0,0,1,0,0,0,0,0,0,0
2144,NonResidential,Bureau,1926,1,20460,Bureau,GREATER DUWAMISH,1.0,16.0,903541.875,6.3,2.940357580278153,0,1,0,0,0,0,0,0,0,0,0,0
2145,NonResidential,Industrial,1925,2,25821,Service,GREATER DUWAMISH,1.0,,209698.7031,1.46,2.673322765466165,0,0,0,0,0,0,0,0,0,0,1,0
2146,NonResidential,Industrial,1955,2,21870,industrial,GREATER DUWAMISH,1.0,45.0,1074350.375,7.49,2.6677642300457562,0,0,0,0,0,0,0,0,0,0,0,1
2147,NonResidential,Industrial,1988,1,51664,Industrial,GREATER DUWAMISH,3.0,,3528086.75,66.77,2.8134996103109424,0,0,0,0,1,0,0,0,0,0,0,0
2148,NonResidential,Santé,1970,1,43615,Santé,DELRIDGE,1.0,89.0,3133849.5,106.35,7.6757222619172545,0,0,0,0,0,0,0,0,1,0,0,0
2149,NonResidential,Bureau,1970,3,36879,Bureau,DELRIDGE,1.0,26.0,1144267.5,7.98,7.6757222619172545,0,1,0,0,0,0,0,0,0,0,0,0
2150,Nonresidential COS,Autre,2002,2,28531,Autre,DELRIDGE,1.0,,3494929.5,92.7,7.460653526430218,1,0,0,0,0,0,0,0,0,0,0,0
2151,NonResidential,Industrial,1982,2,36600,Industrial,DELRIDGE,1.0,80.0,308400.4063,2.15,7.161984060698542,0,0,0,0,1,0,0,0,0,0,0,0
2152,NonResidential,Autre,2004,5,35176,Bureau,SOUTHWEST,1.0,,1011965.375,7.05,3.6120255122571905,0,1,0,0,0,0,0,0,0,0,0,0
2155,SPS-District K-12,Scolaire,1959,1,36701,Scolaire,NORTH,1.0,87.0,1564891.75,47.98,11.168467905448766,0,0,0,0,0,0,0,0,0,1,0,0
2157,NonResidential,Scolaire,1940,2,41293,Scolaire,LAKE UNION,1.0,,2839882.25,61.68,5.581967464342986,0,0,0,0,0,0,0,0,0,1,0,0
2159,NonResidential,Industrial,1941,1,48890,Industrial,GREATER DUWAMISH,1.0,49.0,2100216.5,61.6,5.2292529904192415,0,0,0,0,1,0,0,0,0,0,0,0
2160,NonResidential,Bureau,2000,3,43473,Bureau,GREATER DUWAMISH,1.0,3.0,4416909.5,30.79,5.2868642868486475,0,1,0,0,0,0,0,0,0,0,0,0
2162,NonResidential,Commercial,1990,1,40265,Commercial,DELRIDGE,1.0,19.0,3740373.75,35.48,8.959592094030699,0,0,1,0,0,0,0,0,0,0,0,0
2163,NonResidential,Commercial,2005,1,26208,Commercial,DELRIDGE,1.0,79.0,1608884.25,37.61,8.959592094030699,0,0,1,0,0,0,0,0,0,0,0,0
2166,Nonresidential COS,Autre,1975,2,27227,Loisirs,DELRIDGE,1.0,,8054334.0,286.89,8.388474951802792,0,0,0,0,0,1,0,0,0,0,0,0
2167,NonResidential,Autre,1926,1,42172,Scolaire,BALLARD,1.0,,3275779.25,152.14,10.708430174760096,0,0,0,0,0,0,0,0,0,1,0,0
2168,NonResidential,Bureau,1910,5,32250,Bureau,DOWNTOWN,1.0,92.0,796042.375,11.44,1.4739539701474609,0,1,0,0,0,0,0,0,0,0,0,0
2170,NonResidential,Commercial,1953,1,51000,Commercial,NORTHWEST,1.0,95.0,1298039.875,14.17,9.806194773167235,0,0,1,0,0,0,0,0,0,0,0,0
2182,NonResidential,Autre,1916,1,27000,Autre,GREATER DUWAMISH,1.0,,229856.4063,1.6,2.4046638288858695,1,0,0,0,0,0,0,0,0,0,0,0
2183,NonResidential,Autre,1935,2,20747,Loisirs,GREATER DUWAMISH,1.0,,1001964.0,17.45,2.107592033637218,0,0,0,0,0,1,0,0,0,0,0,0
2184,NonResidential,Industrial,1928,2,40800,Industrial,GREATER DUWAMISH,1.0,,817255.875,27.83,2.011725774311893,0,0,0,0,1,0,0,0,0,0,0,0
2185,NonResidential,Bureau,1920,2,20150,Bureau,GREATER DUWAMISH,1.0,80.0,576174.125,4.02,1.5653588736236017,0,1,0,0,0,0,0,0,0,0,0,0
2186,NonResidential,Bureau,1909,7,36000,Bureau,DOWNTOWN,1.0,40.0,1682454.875,11.73,1.5004230090562167,0,1,0,0,0,0,0,0,0,0,0,0
2187,NonResidential,Industrial,1938,2,41276,Industrial,GREATER DUWAMISH,1.0,,2502081.0,96.62,1.802164682036699,0,0,0,0,1,0,0,0,0,0,0,0
2188,NonResidential,Industrial,1937,2,24430,industrial,GREATER DUWAMISH,1.0,,1232822.875,23.62,1.8430978881461386,0,0,0,0,0,0,0,0,0,0,0,1
2189,NonResidential,Autre,1910,3,27690,Autre,GREATER DUWAMISH,1.0,,16808.90039,0.12,2.0629460431061535,1,0,0,0,0,0,0,0,0,0,0,0
2190,NonResidential,Bureau,1927,1,22580,Bureau,GREATER DUWAMISH,1.0,90.0,928584.875,9.65,2.1485738117365836,0,1,0,0,0,0,0,0,0,0,0,0
2192,NonResidential,Industrial,1926,1,20000,Industrial,CENTRAL,1.0,18.0,743528.125,33.52,2.6372029946393205,0,0,0,0,1,0,0,0,0,0,0,0
2193,NonResidential,Industrial,1954,1,42000,Industrial,CENTRAL,1.0,,2070005.625,82.07,2.720780617852963,0,0,0,0,1,0,0,0,0,0,0,0
2199,NonResidential,Industrial,1962,1,24248,Service,CENTRAL,1.0,,111969.7031,0.79,2.8631887345952034,0,0,0,0,0,0,0,0,0,0,1,0
2202,NonResidential,Santé,2009,6,244500,Santé,NORTH,1.0,100.0,11019641.0,292.8,11.236241719620566,0,0,0,0,0,0,0,0,1,0,0,0
2205,NonResidential,Industrial,1932,1,24617,Industrial,GREATER DUWAMISH,1.0,,106918.0,0.75,5.248353483469004,0,0,0,0,1,0,0,0,0,0,0,0
2206,NonResidential,Autre,2009,3,127065,Autre,GREATER DUWAMISH,1.0,,3245111.5,22.62,5.2075494400696485,1,0,0,0,0,0,0,0,0,0,0,0
2207,NonResidential,Commercial,1964,1,37247,Commercial,GREATER DUWAMISH,1.0,69.0,1748644.5,58.36,5.23024131969481,0,0,1,0,0,0,0,0,0,0,0,0
2212,NonResidential,Commercial,1993,1,25384,Commercial,BALLARD,1.0,11.0,3027867.5,77.23,10.201331836527396,0,0,1,0,0,0,0,0,0,0,0,0
2214,NonResidential,Bureau,1910,3,49052,Bureau,GREATER DUWAMISH,1.0,96.0,1441445.625,10.05,2.3542942341469817,0,1,0,0,0,0,0,0,0,0,0,0
2215,NonResidential,Industrial,1900,2,52110,Industrial,GREATER DUWAMISH,1.0,34.0,586589.1875,25.15,2.490968922121251,0,0,0,0,1,0,0,0,0,0,0,0
2216,NonResidential,Bureau,1910,2,20970,Bureau,GREATER DUWAMISH,1.0,100.0,204499.0938,5.43,2.51669526512685,0,1,0,0,0,0,0,0,0,0,0,0
2217,NonResidential,Bureau,1937,2,39036,Bureau,GREATER DUWAMISH,1.0,,1528295.75,39.25,3.1663723855132817,0,1,0,0,0,0,0,0,0,0,0,0
2218,NonResidential,Bureau,1923,1,26310,Bureau,GREATER DUWAMISH,1.0,96.0,771512.6875,14.99,3.276257520992953,0,1,0,0,0,0,0,0,0,0,0,0
2222,NonResidential,Commercial,1966,1,37883,Commercial,SOUTHEAST,1.0,88.0,12434593.0,413.1,7.944231437587402,0,0,1,0,0,0,0,0,0,0,0,0
2225,NonResidential,Scolaire,1962,3,29874,Scolaire,DELRIDGE,1.0,95.0,1274049.75,54.27,7.304519501331605,0,0,0,0,0,0,0,0,0,1,0,0
2227,NonResidential,Autre,1965,1,20140,Autre,MAGNOLIA / QUEEN ANNE,1.0,35.0,992794.6875,47.08,5.414727857351916,1,0,0,0,0,0,0,0,0,0,0,0
2228,NonResidential,Industrial,1990,2,71874,Service,NORTHWEST,1.0,,1242811.75,44.97,11.158554441303428,0,0,0,0,0,0,0,0,0,0,1,0
2231,NonResidential,Bureau,1971,2,39953,Bureau,CENTRAL,1.0,93.0,1508561.875,28.05,3.7573846147853334,0,1,0,0,0,0,0,0,0,0,0,0
2234,NonResidential,Commercial,1998,2,21200,Commercial,CENTRAL,1.0,15.0,1676426.5,11.69,3.7522103084278022,0,0,1,0,0,0,0,0,0,0,0,0
2235,NonResidential,Commercial,1980,1,30630,Commercial,CENTRAL,1.0,27.0,6058494.0,42.24,3.7508928412399456,0,0,1,0,0,0,0,0,0,0,0,0
2236,NonResidential,Commercial,1980,2,23421,Commercial,CENTRAL,1.0,25.0,1896626.375,13.22,3.7508928412399456,0,0,1,0,0,0,0,0,0,0,0,0
2239,SPS-District K-12,Scolaire,1931,3,117116,Scolaire,BALLARD,1.0,83.0,5722325.5,256.31,8.490542235434194,0,0,0,0,0,0,0,0,0,1,0,0
2240,NonResidential,Autre,1928,2,24120,Autre,BALLARD,1.0,66.0,893053.1875,31.54,8.525599294334068,1,0,0,0,0,0,0,0,0,0,0,0
2241,NonResidential,Autre,1929,3,35736,Autre,BALLARD,1.0,88.0,1148202.25,51.15,8.594521943711733,1,0,0,0,0,0,0,0,0,0,0,0
2244,NonResidential,Industrial,1941,1,51050,Industrial,GREATER DUWAMISH,1.0,10.0,1206165.75,27.75,3.4713510798595455,0,0,0,0,1,0,0,0,0,0,0,0
2245,NonResidential,Commercial,1954,2,21900,Commercial,GREATER DUWAMISH,1.0,40.0,1302192.875,42.66,3.7798719058305745,0,0,1,0,0,0,0,0,0,0,0,0
2246,NonResidential,Industrial,1952,1,16300,Industrial,GREATER DUWAMISH,1.0,100.0,150167.7969,1.6,3.5012366983499335,0,0,0,0,1,0,0,0,0,0,0,0
2247,NonResidential,Industrial,1964,1,33462,Industrial,GREATER DUWAMISH,1.0,1.0,1386445.375,9.67,3.406323635198418,0,0,0,0,1,0,0,0,0,0,0,0
2248,NonResidential,Autre,1952,1,35310,Autre,GREATER DUWAMISH,1.0,,1331469.75,44.68,3.200285140914573,1,0,0,0,0,0,0,0,0,0,0,0
2252,NonResidential,Autre,1962,3,36140,Autre,GREATER DUWAMISH,1.0,,4653535.0,32.44,7.171905133572326,1,0,0,0,0,0,0,0,0,0,0,0
2253,NonResidential,Autre,1991,2,47963,Commercial,DOWNTOWN,1.0,,8163413.0,298.91,2.6398734971459685,0,0,1,0,0,0,0,0,0,0,0,0
2254,NonResidential,Industrial,1930,1,23903,Industrial,DOWNTOWN,1.0,65.0,415364.5938,14.37,2.471994557687457,0,0,0,0,1,0,0,0,0,0,0,0
2255,NonResidential,Industrial,1947,3,22522,Service,NORTHEAST,1.0,,561473.875,23.52,8.912360368919865,0,0,0,0,0,0,0,0,0,0,1,0
2256,NonResidential,Industrial,1996,4,38959,Service,NORTHEAST,1.0,,905750.375,23.84,8.897138132269514,0,0,0,0,0,0,0,0,0,0,1,0
2259,NonResidential,Industrial,1928,2,25955,Industrial,GREATER DUWAMISH,1.0,,1218112.0,8.49,3.8988115008197384,0,0,0,0,1,0,0,0,0,0,0,0
2270,Campus,Scolaire,1923,4,46100,Scolaire,EAST,1.0,75.0,2177064.75,78.19,2.0882102139627015,0,0,0,0,0,0,0,0,0,1,0,0
2278,NonResidential,Autre,1951,2,21936,Autre,NORTHWEST,1.0,96.0,608755.375,28.78,11.845102680793122,1,0,0,0,0,0,0,0,0,0,0,0
2280,NonResidential,Autre,1960,1,25406,Service,NORTH,1.0,,2442220.0,41.96,13.319980713307757,0,0,0,0,0,0,0,0,0,0,1,0
2289,NonResidential,Bureau,1967,2,23250,Bureau,SOUTHEAST,1.0,55.0,904236.0,6.3,6.813913545560572,0,1,0,0,0,0,0,0,0,0,0,0
2292,NonResidential,Industrial,1960,1,30000,Industrial,GREATER DUWAMISH,1.0,32.0,2794837.0,120.72,4.9952500431598725,0,0,0,0,1,0,0,0,0,0,0,0
2293,Nonresidential COS,Industrial,1962,1,45036,Industrial,GREATER DUWAMISH,1.0,,1791697.75,49.53,4.698688900069789,0,0,0,0,1,0,0,0,0,0,0,0
2311,SPS-District K-12,Scolaire,1962,1,51410,Scolaire,SOUTHWEST,1.0,87.0,1968907.25,64.79,4.751277488561638,0,0,0,0,0,0,0,0,0,1,0,0
2314,NonResidential,Autre,2009,39,1074552,Residential,DOWNTOWN,1.0,65.0,26416770.0,449.59,1.790240203954774,0,0,0,0,0,0,0,1,0,0,0,0
2324,NonResidential,Scolaire,1959,2,122679,Scolaire,MAGNOLIA / QUEEN ANNE,1.0,,16378152.0,588.25,5.358105483695884,0,0,0,0,0,0,0,0,0,1,0,0
2325,Campus,Scolaire,1945,2,537000,Scolaire,MAGNOLIA / QUEEN ANNE,14.0,,90609640.0,3768.66,5.358105483695884,0,0,0,0,0,0,0,0,0,1,0,0
2328,NonResidential,Bureau,1980,4,23022,Bureau,NORTH,1.0,78.0,1027230.875,14.64,12.401864985575145,0,1,0,0,0,0,0,0,0,0,0,0
2330,NonResidential,Industrial,1967,1,27263,industrial,GREATER DUWAMISH,1.0,,2470642.0,17.22,4.84176069991244,0,0,0,0,0,0,0,0,0,0,0,1
2331,NonResidential,Industrial,1962,1,31569,Industrial,GREATER DUWAMISH,1.0,12.0,3064039.5,125.59,4.690074176023312,0,0,0,0,1,0,0,0,0,0,0,0
2332,NonResidential,Industrial,1956,1,22509,Industrial,GREATER DUWAMISH,1.0,57.0,177812.7969,1.24,4.648091671328228,0,0,0,0,1,0,0,0,0,0,0,0
2333,NonResidential,Industrial,1956,1,39984,Industrial,GREATER DUWAMISH,1.0,75.0,1073156.375,36.82,4.576797085009568,0,0,0,0,1,0,0,0,0,0,0,0
2338,SPS-District K-12,Scolaire,1925,2,73769,Scolaire,EAST,1.0,92.0,2556131.0,94.85,3.48259240246382,0,0,0,0,0,0,0,0,0,1,0,0
2342,NonResidential,Autre,1906,1,26440,Autre,EAST,1.0,91.0,719905.1875,27.93,3.3013714655250808,1,0,0,0,0,0,0,0,0,0,0,0
2355,SPS-District K-12,Scolaire,1961,1,43578,Scolaire,NORTHEAST,1.0,83.0,1436773.875,24.63,10.53193881742011,0,0,0,0,0,0,0,0,0,1,0,0
2357,NonResidential,Industrial,1956,2,28800,Service,GREATER DUWAMISH,1.0,,1143826.625,29.44,3.26605585476484,0,0,0,0,0,0,0,0,0,0,1,0
2359,NonResidential,Scolaire,2009,2,28500,Scolaire,CENTRAL,4.0,92.0,1162561.125,28.64,5.216325623100328,0,0,0,0,0,0,0,0,0,1,0,0
2379,NonResidential,Hotel / Restaurant,1978,2,26519,Hotel / Restaurant,LAKE UNION,1.0,,3717064.0,97.27,3.3009610686988338,0,0,0,1,0,0,0,0,0,0,0,0
2380,NonResidential,Autre,1988,2,34639,Hotel / Restaurant,LAKE UNION,1.0,,15480681.0,515.71,3.1035064474934644,0,0,0,1,0,0,0,0,0,0,0,0
2381,NonResidential,Autre,1921,2,26300,Loisirs,MAGNOLIA / QUEEN ANNE,1.0,,3537841.5,116.94,2.809637044871072,0,0,0,0,0,1,0,0,0,0,0,0
2382,NonResidential,Hotel / Restaurant,1962,2,34072,Hotel / Restaurant,LAKE UNION,1.0,,6584966.5,226.81,3.9703828776700023,0,0,0,1,0,0,0,0,0,0,0,0
2383,NonResidential,Bureau,1949,3,23355,Bureau,LAKE UNION,1.0,77.0,840549.375,5.86,3.8413544407385207,0,1,0,0,0,0,0,0,0,0,0,0
2384,NonResidential,Bureau,1965,4,30840,Bureau,MAGNOLIA / QUEEN ANNE,1.0,30.0,3542708.5,101.21,3.814755236865631,0,1,0,0,0,0,0,0,0,0,0,0
2385,NonResidential,Autre,1946,1,20332,Autre,NORTHEAST,1.0,,392683.6875,10.99,8.974409289024612,1,0,0,0,0,0,0,0,0,0,0,0
2392,NonResidential,Autre,1900,1,21850,Autre,CENTRAL,1.0,100.0,317794.4063,13.09,4.86894645379125,1,0,0,0,0,0,0,0,0,0,0,0
2394,NonResidential,Autre,1997,4,32282,Residential,NORTHEAST,1.0,,1391714.25,34.62,8.280228543424487,0,0,0,0,0,0,0,1,0,0,0,0
2398,NonResidential,Bureau,1983,13,307557,Bureau,DOWNTOWN,1.0,,9512829.0,66.32,1.0345615989577677,0,1,0,0,0,0,0,0,0,0,0,0
2402,NonResidential,Industrial,1918,2,28309,Service,MAGNOLIA / QUEEN ANNE,1.0,,430308.9063,11.85,4.873411641123168,0,0,0,0,0,0,0,0,0,0,1,0
2403,NonResidential,Hotel / Restaurant,1914,4,45500,Hotel / Restaurant,DOWNTOWN,1.0,77.0,2799595.0,122.0,1.2281101559504082,0,0,0,1,0,0,0,0,0,0,0,0
2404,NonResidential,Bureau,1900,5,38376,Bureau,DOWNTOWN,1.0,,2058532.875,14.35,1.280142636761595,0,1,0,0,0,0,0,0,0,0,0,0
2406,NonResidential,Bureau,1900,4,42804,Bureau,DOWNTOWN,1.0,,1544501.75,46.53,1.2750408013856045,0,1,0,0,0,0,0,0,0,0,0,0
2407,NonResidential,Autre,2005,5,57600,Residential,DOWNTOWN,1.0,,6983736.0,223.36,1.247957849272419,0,0,0,0,0,0,0,1,0,0,0,0
2409,NonResidential,Bureau,1900,4,33300,Bureau,DOWNTOWN,1.0,,1287497.375,18.76,1.2941970533300469,0,1,0,0,0,0,0,0,0,0,0,0
2410,NonResidential,Hotel / Restaurant,1900,3,25450,Hotel / Restaurant,DOWNTOWN,1.0,99.0,503744.6875,3.51,1.3508254562503252,0,0,0,1,0,0,0,0,0,0,0,0
2411,NonResidential,Autre,1900,3,22200,Autre,DOWNTOWN,1.0,,188745.7031,7.05,1.2652191367265089,1,0,0,0,0,0,0,0,0,0,0,0
2412,NonResidential,Industrial,1968,2,29498,Industrial,MAGNOLIA / QUEEN ANNE,1.0,,3768900.5,50.05,4.563212910801192,0,0,0,0,1,0,0,0,0,0,0,0
2413,NonResidential,Industrial,1938,1,23050,Industrial,LAKE UNION,1.0,27.0,466672.6875,3.25,5.08574069974802,0,0,0,0,1,0,0,0,0,0,0,0
2415,NonResidential,Commercial,1930,1,46059,Commercial,NORTHEAST,1.0,82.0,1582655.875,20.66,6.938534192409075,0,0,1,0,0,0,0,0,0,0,0,0
2432,NonResidential,Santé,1970,2,23595,Santé,NORTHEAST,1.0,72.0,817409.625,6.53,8.374963574753544,0,0,0,0,0,0,0,0,1,0,0,0
2438,NonResidential,Bureau,1900,3,28142,Bureau,DOWNTOWN,1.0,96.0,847097.8125,34.08,1.4111704701476648,0,1,0,0,0,0,0,0,0,0,0,0
2439,NonResidential,Bureau,1900,3,28760,Bureau,DOWNTOWN,1.0,,2615973.5,124.59,1.4076323661671433,0,1,0,0,0,0,0,0,0,0,0,0
2440,NonResidential,Bureau,1902,4,39030,Bureau,DOWNTOWN,1.0,99.0,713326.875,13.69,1.4080016133074746,0,1,0,0,0,0,0,0,0,0,0,0
2441,NonResidential,Bureau,1909,3,47215,Bureau,DOWNTOWN,1.0,58.0,2092696.0,63.81,1.3458027165810869,0,1,0,0,0,0,0,0,0,0,0,0
2442,Nonresidential COS,Autre,1926,2,61580,Autre,EAST,1.0,,4199443.0,69.53,2.918085288639715,1,0,0,0,0,0,0,0,0,0,0,0
2443,NonResidential,Bureau,1917,3,30720,Bureau,EAST,1.0,,1288669.5,25.53,2.9035755148766618,0,1,0,0,0,0,0,0,0,0,0,0
2444,NonResidential,Autre,1916,2,20640,Commercial,EAST,1.0,,412562.4063,2.88,2.8864475601386195,0,0,1,0,0,0,0,0,0,0,0,0
2445,NonResidential,Autre,1912,2,34914,Commercial,EAST,1.0,,1333289.625,9.29,2.746947361396794,0,0,1,0,0,0,0,0,0,0,0,0
2446,NonResidential,Bureau,1906,3,20897,Bureau,EAST,1.0,,964923.8125,17.79,2.849579693169821,0,1,0,0,0,0,0,0,0,0,0,0
2447,NonResidential,Commercial,1916,2,36940,Commercial,EAST,1.0,100.0,336745.4063,2.35,2.8320455995230076,0,0,1,0,0,0,0,0,0,0,0,0
2448,NonResidential,Bureau,1913,3,22866,Bureau,EAST,1.0,,1153690.125,20.76,2.8013527742968147,0,1,0,0,0,0,0,0,0,0,0,0
2449,NonResidential,Commercial,1920,1,30240,Commercial,EAST,1.0,78.0,1264626.875,18.19,2.7356326666571555,0,0,1,0,0,0,0,0,0,0,0,0
2450,NonResidential,Autre,1910,3,32100,Residential,EAST,1.0,,108200.3984,5.22,2.719084878857682,0,0,0,0,0,0,0,1,0,0,0,0
2454,NonResidential,Autre,1962,2,28586,Autre,NORTHEAST,1.0,,5078204.0,35.4,6.552062188169382,1,0,0,0,0,0,0,0,0,0,0,0
2457,NonResidential,Hotel / Restaurant,1908,3,28800,Hotel / Restaurant,DOWNTOWN,1.0,,4644346.0,190.45,2.1390576445583545,0,0,0,1,0,0,0,0,0,0,0,0
2460,NonResidential,Bureau,1979,3,35202,Bureau,DOWNTOWN,1.0,2.0,3605755.5,25.14,2.1621543804305032,0,1,0,0,0,0,0,0,0,0,0,0
2467,NonResidential,Santé,1969,6,95117,Santé,EAST,1.0,1.0,7202141.5,183.79,2.1601749448013825,0,0,0,0,0,0,0,0,1,0,0,0
2469,NonResidential,Autre,1910,2,24600,Autre,EAST,1.0,69.0,331059.5,5.66,2.281101432833546,1,0,0,0,0,0,0,0,0,0,0,0
2471,NonResidential,Autre,1900,1,48850,Autre,EAST,1.0,,1063480.5,65.05,1.927914202195921,1,0,0,0,0,0,0,0,0,0,0,0
2482,NonResidential,Santé,1961,3,54863,Santé,SOUTHWEST,1.0,100.0,2037720.625,14.21,3.12198453653694,0,0,0,0,0,0,0,0,1,0,0,0
2489,NonResidential,Industrial,1964,1,25000,Industrial,GREATER DUWAMISH,1.0,,1989103.875,65.89,5.659934941364957,0,0,0,0,1,0,0,0,0,0,0,0
2490,NonResidential,Industrial,1960,1,25000,Industrial,GREATER DUWAMISH,1.0,,287132.5,8.61,5.4147516580688615,0,0,0,0,1,0,0,0,0,0,0,0
2491,NonResidential,Autre,1927,1,22622,Industrial,GREATER DUWAMISH,1.0,,774075.6875,26.56,5.408773130185527,0,0,0,0,1,0,0,0,0,0,0,0
2492,NonResidential,Bureau,1917,3,27544,Bureau,EAST,1.0,94.0,1031667.5,17.41,2.360443039051261,0,1,0,0,0,0,0,0,0,0,0,0
2506,NonResidential,Bureau,1989,7,47415,Bureau,DOWNTOWN,1.0,,1478979.25,10.31,1.0954717638935325,0,1,0,0,0,0,0,0,0,0,0,0
2512,NonResidential,Autre,1961,3,22960,Loisirs,MAGNOLIA / QUEEN ANNE,1.0,,2266983.0,95.38,3.8376244863119324,0,0,0,0,0,1,0,0,0,0,0,0
2514,NonResidential,Commercial,1998,1,44739,Commercial,EAST,1.0,17.0,14585813.0,393.07,3.4629418597613415,0,0,1,0,0,0,0,0,0,0,0,0
2518,NonResidential,Autre,1948,1,22778,Commercial,NORTHEAST,1.0,,2470566.0,120.86,9.195840637809713,0,0,1,0,0,0,0,0,0,0,0,0
2519,NonResidential,Autre,1956,2,21562,Autre,BALLARD,1.0,20.0,866806.0,37.28,9.578319297555224,1,0,0,0,0,0,0,0,0,0,0,0
2521,NonResidential,Autre,1959,1,25753,Loisirs,CENTRAL,1.0,,1378130.25,62.51,5.159753053032461,0,0,0,0,0,1,0,0,0,0,0,0
2522,NonResidential,Autre,1928,3,71280,Loisirs,EAST,1.0,,22767828.0,861.85,6.039017942774165,0,0,0,0,0,1,0,0,0,0,0,0
2523,SPS-District K-12,Scolaire,1925,3,38297,Scolaire,EAST,1.0,85.0,1845150.625,69.18,6.117546170931998,0,0,0,0,0,0,0,0,0,1,0,0
2524,NonResidential,Santé,1963,16,153312,Santé,EAST,1.0,51.0,20628680.0,792.6,6.6511631304692855,0,0,0,0,0,0,0,0,1,0,0,0
2530,NonResidential,Autre,2009,19,1206670,Bureau,DOWNTOWN,1.0,87.0,27684480.0,393.29,1.969761991461768,0,1,0,0,0,0,0,0,0,0,0,0
2535,NonResidential,Autre,1968,1,24200,Autre,SOUTHEAST,1.0,73.0,826488.6875,22.38,8.901131123463779,1,0,0,0,0,0,0,0,0,0,0,0
2540,NonResidential,Scolaire,1981,4,23513,Residential,MAGNOLIA / QUEEN ANNE,1.0,,1740568.25,49.79,3.82083442911952,0,0,0,0,0,0,0,1,0,0,0,0
2547,NonResidential,Industrial,1994,3,66610,Service,DELRIDGE,1.0,,640377.0,18.81,4.106940987221952,0,0,0,0,0,0,0,0,0,0,1,0
2548,NonResidential,Autre,1950,1,36000,Autre,GREATER DUWAMISH,1.0,,3646053.75,58.79,4.1096479262988455,1,0,0,0,0,0,0,0,0,0,0,0
2559,NonResidential,Scolaire,1938,2,23222,Scolaire,NORTHWEST,1.0,62.0,1219863.125,55.06,12.383464192904208,0,0,0,0,0,0,0,0,0,1,0,0
2562,NonResidential,Autre,1924,2,24476,Loisirs,EAST,1.0,,2662054.25,91.69,2.36248647460359,0,0,0,0,0,1,0,0,0,0,0,0
2564,NonResidential,Commercial,1910,2,24750,Commercial,EAST,1.0,,782343.8125,28.07,2.369261051110735,0,0,1,0,0,0,0,0,0,0,0,0
2567,NonResidential,Scolaire,1904,3,60000,Scolaire,EAST,1.0,52.0,3625407.5,121.63,2.2695276487198237,0,0,0,0,0,0,0,0,0,1,0,0
2568,NonResidential,Autre,1954,2,46560,Loisirs,EAST,1.0,,690557.6875,17.31,2.338283712230801,0,0,0,0,0,1,0,0,0,0,0,0
2575,NonResidential,Autre,1980,3,30408,Service,MAGNOLIA / QUEEN ANNE,1.0,61.0,1440554.25,10.04,3.4581328174452093,0,0,0,0,0,0,0,0,0,0,1,0
2579,NonResidential,Bureau,1920,3,30109,Bureau,MAGNOLIA / QUEEN ANNE,1.0,89.0,1465795.75,34.03,3.63555050531013,0,1,0,0,0,0,0,0,0,0,0,0
2581,SPS-District K-12,Scolaire,1964,2,39929,Scolaire,SOUTHWEST,1.0,82.0,1813718.0,47.18,5.956988548042814,0,0,0,0,0,0,0,0,0,1,0,0
2583,NonResidential,Bureau,1960,2,25481,Bureau,MAGNOLIA / QUEEN ANNE,1.0,92.0,917100.3125,38.59,4.316100107525978,0,1,0,0,0,0,0,0,0,0,0,0
2584,NonResidential,Santé,1967,1,141297,Santé,SOUTHEAST,1.0,76.0,19423344.0,717.93,9.892363713388463,0,0,0,0,0,0,0,0,1,0,0,0
2593,NonResidential,Bureau,1912,2,27788,Bureau,LAKE UNION,1.0,73.0,2119806.25,35.99,2.7559255762917036,0,1,0,0,0,0,0,0,0,0,0,0
2603,NonResidential,Hotel / Restaurant,1990,4,41704,Hotel / Restaurant,NORTHWEST,1.0,73.0,1943899.25,58.52,14.073859691242552,0,0,0,1,0,0,0,0,0,0,0,0
